event_id,symbol,spot_symbol,ex_date,notional_usd,gross_dividend,net_dividend,net_low,net_high,net_verified,basis,basis_tier,price,buy_price,price_label,fee_rate,fee_label,drop_ratio,drop_se,drop_label,cost_per_share,exit_edge_lower,exit_edge_point,exit_edge_lower_net_low,exit_edge_lower_net_high,exit_edge_lower_zero_net,buy_edge_point,verdict,buy,reason,sell_book_ts,sell_book_source,buy_book_ts,buy_book_source,rule
rAVGO-2026-06-22-1,rAVGO,RAVGOUSDT,2026-06-22,1000,0.65,0.455,0.455,0.455,True,GROSS,1,411.256,411.251,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.007692307692300696,0.0,REALISED overnight_2000 PDR,1.1339780236982977,-1.5839780236983023,-1.5839780236983023,-1.5839780236983023,-1.5839780236983023,-1.1289780236983022,-0.6839780236982931,HOLD,SUPPRESSED: eligibility snapshot time unpublished,,2026-09-18T23:05:03.291954+00:00,public_book,2026-09-19T03:05:03.356996+00:00,public_book,
rAVGO-2026-06-22-1,rAVGO,RAVGOUSDT,2026-06-22,5000,0.65,0.455,0.455,0.455,True,GROSS,1,411.256,411.251,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.007692307692300696,0.0,REALISED overnight_2000 PDR,2.1957389546425037,-2.6457389546425083,-2.6457389546425083,-2.6457389546425083,-2.6457389546425083,-2.1907389546425082,-1.745738954642499,HOLD,SUPPRESSED: eligibility snapshot time unpublished,,2026-09-18T23:05:03.291954+00:00,public_book,2026-09-19T03:05:03.356996+00:00,public_book,
rAVGO-2026-06-22-1,rAVGO,RAVGOUSDT,2026-06-22,25000,0.65,0.455,0.455,0.455,True,GROSS,1,411.256,411.251,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.007692307692300696,0.0,REALISED overnight_2000 PDR,4.023189145595863,-4.4731891455958674,-4.4731891455958674,-4.4731891455958674,-4.4731891455958674,-4.018189145595867,-3.573189145595858,HOLD,SUPPRESSED: eligibility snapshot time unpublished,,2026-09-18T23:05:03.291954+00:00,public_book,2026-09-19T03:05:03.356996+00:00,public_book,
rAVL-2026-06-23-1,rAVL,RAVLUSDT,2026-06-23,1000,0.20039,0.140273,0.140273,0.140273,True,GROSS,1,48.23,48.21,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.09980537950993572,0.0,REALISED overnight_2000 PDR,,,,,,,,NO_SIGNAL,SUPPRESSED: eligibility snapshot time unpublished,"sell: $1,000 exceeds visible top-of-book ($372) on ticker-only symbol; buy: $1,000 exceeds visible top-of-book ($38) on ticker-only symbol",2026-09-18T23:05:03.291954+00:00,ticker_only,2026-09-19T03:05:03.356996+00:00,ticker_only,
rAVL-2026-06-23-1,rAVL,RAVLUSDT,2026-06-23,5000,0.20039,0.140273,0.140273,0.140273,True,GROSS,1,48.23,48.21,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.09980537950993572,0.0,REALISED overnight_2000 PDR,,,,,,,,NO_SIGNAL,SUPPRESSED: eligibility snapshot time unpublished,"sell: $5,000 exceeds visible top-of-book ($372) on ticker-only symbol; buy: $5,000 exceeds visible top-of-book ($38) on ticker-only symbol",2026-09-18T23:05:03.291954+00:00,ticker_only,2026-09-19T03:05:03.356996+00:00,ticker_only,
rAVL-2026-06-23-1,rAVL,RAVLUSDT,2026-06-23,25000,0.20039,0.140273,0.140273,0.140273,True,GROSS,1,48.23,48.21,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.09980537950993572,0.0,REALISED overnight_2000 PDR,,,,,,,,NO_SIGNAL,SUPPRESSED: eligibility snapshot time unpublished,"sell: $25,000 exceeds visible top-of-book ($372) on ticker-only symbol; buy: $25,000 exceeds visible top-of-book ($38) on ticker-only symbol",2026-09-18T23:05:03.291954+00:00,ticker_only,2026-09-19T03:05:03.356996+00:00,ticker_only,
rBABA-2026-06-11-1,rBABA,RBABAUSDT,2026-06-11,1000,1.03,0.721,0.721,0.721,True,GROSS,1,114.98,114.63,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.33980582524272673,0.0,REALISED overnight_2000 PDR,0.38667545836675915,-0.7576754583667507,-0.7576754583667507,-0.7576754583667507,-0.7576754583667507,-0.036675458366750624,-0.015675458366767703,HOLD,SUPPRESSED: eligibility snapshot time unpublished,,2026-09-18T23:05:03.291954+00:00,public_book,2026-09-19T03:05:03.356996+00:00,public_book,
rBABA-2026-06-11-1,rBABA,RBABAUSDT,2026-06-11,5000,1.03,0.721,0.721,0.721,True,GROSS,1,114.98,114.63,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.33980582524272673,0.0,REALISED overnight_2000 PDR,0.5248228192606543,-0.8958228192606458,-0.8958228192606458,-0.8958228192606458,-0.8958228192606458,-0.1748228192606458,-0.15382281926066288,HOLD,SUPPRESSED: eligibility snapshot time unpublished,,2026-09-18T23:05:03.291954+00:00,public_book,2026-09-19T03:05:03.356996+00:00,public_book,
rBABA-2026-06-11-1,rBABA,RBABAUSDT,2026-06-11,25000,1.03,0.721,0.721,0.721,True,GROSS,1,114.98,114.63,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.33980582524272673,0.0,REALISED overnight_2000 PDR,1.0003567904022352,-1.3713567904022268,-1.3713567904022268,-1.3713567904022268,-1.3713567904022268,-0.6503567904022267,-0.6293567904022438,HOLD,SUPPRESSED: eligibility snapshot time unpublished,,2026-09-18T23:05:03.291954+00:00,public_book,2026-09-19T03:05:03.356996+00:00,public_book,
rBITI-2026-07-01-1,rBITI,RBITIUSDT,2026-07-01,1000,1.448766,1.0141362,1.0141362,1.0141362,True,GROSS,1,29.16,27.73,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.9870469075061119,0.0,REALISED overnight_2000 PDR,,,,,,,,NO_SIGNAL,SUPPRESSED: eligibility snapshot time unpublished,"sell: $1,000 exceeds visible top-of-book ($18) on ticker-only symbol",2026-09-18T23:05:03.291954+00:00,ticker_only,2026-09-19T03:05:03.356996+00:00,ticker_only,
rBITI-2026-07-01-1,rBITI,RBITIUSDT,2026-07-01,5000,1.448766,1.0141362,1.0141362,1.0141362,True,GROSS,1,29.16,27.73,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.9870469075061119,0.0,REALISED overnight_2000 PDR,,,,,,,,NO_SIGNAL,SUPPRESSED: eligibility snapshot time unpublished,"sell: $5,000 exceeds visible top-of-book ($18) on ticker-only symbol; buy: $5,000 exceeds visible top-of-book ($1,977) on ticker-only symbol",2026-09-18T23:05:03.291954+00:00,ticker_only,2026-09-19T03:05:03.356996+00:00,ticker_only,
rBITI-2026-07-01-1,rBITI,RBITIUSDT,2026-07-01,25000,1.448766,1.0141362,1.0141362,1.0141362,True,GROSS,1,29.16,27.73,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.9870469075061119,0.0,REALISED overnight_2000 PDR,,,,,,,,NO_SIGNAL,SUPPRESSED: eligibility snapshot time unpublished,"sell: $25,000 exceeds visible top-of-book ($18) on ticker-only symbol; buy: $25,000 exceeds visible top-of-book ($1,977) on ticker-only symbol",2026-09-18T23:05:03.291954+00:00,ticker_only,2026-09-19T03:05:03.356996+00:00,ticker_only,
rBITO-2026-07-01-1,rBITO,RBITOUSDT,2026-07-01,1000,0.010375,0.0072625,0.0072625,0.0072625,True,GROSS,1,7.945,7.94,OBSERVED p_pre,0.0005,DOCUMENTED promotional 0.05% through 2026-08-31,0.4819277108433632,0.0,REALISED overnight_2000 PDR,0.015235899105124687,-0.017498399105124796,-0.017498399105124796,-0.017498399105124796,-0.017498399105124796,-0.010235899105124794,-0.012973399105124581,HOLD,SUPPRESSED: eligibility snapshot time unpublished,,2026-09-18T23:05:03.291954+00:00,ticker_only,2026-09-19T03:05:03.356996+00:00,ticker_only,
